term_iri	term_label	term_type	mondo_iri	mondo_label	all_children_count	active_children_needing_reparent
http://www.ebi.ac.uk/efo/EFO_0003830	prostatitis	EFO	http://purl.obolibrary.org/obo/MONDO_0005280	prostatitis (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0003832	gallbladder disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005281	gallbladder disease	3	0
http://www.ebi.ac.uk/efo/EFO_0003833	brain neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021211	brain neoplasm	12	5
http://www.ebi.ac.uk/efo/EFO_0003834	cutaneous lupus erythematosus	EFO	http://purl.obolibrary.org/obo/MONDO_0005282	cutaneous lupus erythematosus	0	0
http://www.ebi.ac.uk/efo/EFO_0003835	anal neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0003046	anus neoplasm	1	1
http://www.ebi.ac.uk/efo/EFO_0003839	retinopathy	EFO	http://purl.obolibrary.org/obo/MONDO_0005283	retinopathy	10	5
http://www.ebi.ac.uk/efo/EFO_0003840	chronic progressive multiple sclerosis	EFO	http://purl.obolibrary.org/obo/MONDO_0005284	chronic progressive multiple sclerosis	0	0
http://www.ebi.ac.uk/efo/EFO_0003841	thyroid neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0015074	thyroid tumor	2	2
http://www.ebi.ac.uk/efo/EFO_0003844	ureteral neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021111	ureter neoplasm	0	0
http://www.ebi.ac.uk/efo/EFO_0003846	urethral neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021239	urethra neoplasm	0	0
http://www.ebi.ac.uk/efo/EFO_0003849	palatal neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0005286	palatal neoplasm	0	0
http://www.ebi.ac.uk/efo/EFO_0003850	adrenal gland neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021227	adrenal gland neoplasm	2	1
http://www.ebi.ac.uk/efo/EFO_0003851	meningeal neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0016743	tumor of meninges	20	20
http://www.ebi.ac.uk/efo/EFO_0003852	developmental disability	EFO	http://purl.obolibrary.org/obo/MONDO_0005287	developmental disability	0	0
http://www.ebi.ac.uk/efo/EFO_0003853	respiratory system neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0020641	respiratory tract neoplasm	2	0
http://www.ebi.ac.uk/efo/EFO_0003854	postmenopausal osteoporosis	EFO	http://purl.obolibrary.org/obo/MONDO_0008159	postmenopausal osteoporosis	0	0
http://www.ebi.ac.uk/efo/EFO_0003855	intestinal polyp	EFO	http://purl.obolibrary.org/obo/MONDO_0005288	intestinal polyp (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0003857	arthrogryposis	EFO	http://purl.obolibrary.org/obo/MONDO_0008779	arthrogryposis	0	0
http://www.ebi.ac.uk/efo/EFO_0003859	utrine neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021353	tumor of uterus	4	4
http://www.ebi.ac.uk/efo/EFO_0003860	pancreatic neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021040	pancreatic neoplasm	8	5
http://www.ebi.ac.uk/efo/EFO_0003865	kidney neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021163	kidney neoplasm	9	7
http://www.ebi.ac.uk/efo/EFO_0003866	paranasal sinus neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0005289	paranasal sinus neoplasm (disease)	5	0
http://www.ebi.ac.uk/efo/EFO_0003868	mouth neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021245	oral cavity neoplasm	2	2
http://www.ebi.ac.uk/efo/EFO_0003869	breast neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021100	breast neoplasm	6	3
http://www.ebi.ac.uk/efo/EFO_0003870	brain aneurysm	EFO	http://purl.obolibrary.org/obo/MONDO_0005291	brain aneurysm	0	0
http://www.ebi.ac.uk/efo/EFO_0003871	tongue neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021240	tongue neoplasm	1	0
http://www.ebi.ac.uk/efo/EFO_0003872	colitis	EFO	http://purl.obolibrary.org/obo/MONDO_0005292	colitis (disease)	2	0
http://www.ebi.ac.uk/efo/EFO_0003873	parotid neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021243	parotid gland neoplasm	1	0
http://www.ebi.ac.uk/efo/EFO_0003874	flatfoot	EFO	http://purl.obolibrary.org/obo/MONDO_0005293	flatfoot	0	0
http://www.ebi.ac.uk/efo/EFO_0003875	peripheral vascular disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005294	peripheral vascular disease	5	0
http://www.ebi.ac.uk/efo/EFO_0003876	intermittent vascular claudication	EFO	http://purl.obolibrary.org/obo/MONDO_0005295	intermittent vascular claudication	0	0
http://www.ebi.ac.uk/efo/EFO_0003877	sleep apnea	EFO	http://purl.obolibrary.org/obo/MONDO_0005296	sleep apnea (disease)	1	0
http://www.ebi.ac.uk/efo/EFO_0003878	urethritis	EFO	http://purl.obolibrary.org/obo/MONDO_0005297	urethritis (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0003880	appendiceal neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0001236	appendiceal neoplasm	1	1
http://www.ebi.ac.uk/efo/EFO_0003882	osteoporosis	EFO	http://purl.obolibrary.org/obo/MONDO_0005298	osteoporosis	1	0
http://www.ebi.ac.uk/efo/EFO_0003884	chronic kidney disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005300	chronic kidney disease	3	2
http://www.ebi.ac.uk/efo/EFO_0003888	attention deficit hyperactivity disorder	EFO	http://purl.obolibrary.org/obo/MONDO_0007743	attention deficit hyperactivity disorder	0	0
http://www.ebi.ac.uk/efo/EFO_0003890	drug dependence	EFO	http://purl.obolibrary.org/obo/MONDO_0005303	drug dependence	8	0
http://www.ebi.ac.uk/efo/EFO_0003891	biliary tract neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0005304	biliary tract neoplasm (disease)	8	0
http://www.ebi.ac.uk/efo/EFO_0003893	ovarian neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021068	ovarian neoplasm	24	21
http://www.ebi.ac.uk/efo/EFO_0003894	acne	EFO	http://purl.obolibrary.org/obo/MONDO_0011438	acne (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0003897	stomach neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021085	gastric neoplasm	2	2
http://www.ebi.ac.uk/efo/EFO_0003898	ankylosing spondylitis	EFO	http://purl.obolibrary.org/obo/MONDO_0005306	ankylosing spondylitis	0	0
http://www.ebi.ac.uk/efo/EFO_0003900	ciliopathy	EFO	http://purl.obolibrary.org/obo/MONDO_0005308	ciliopathy	0	0
http://www.ebi.ac.uk/efo/EFO_0003902	spinal fracture	EFO	http://purl.obolibrary.org/obo/MONDO_0005309	spinal fracture	0	0
http://www.ebi.ac.uk/efo/EFO_0003911	atrial flutter	EFO	http://purl.obolibrary.org/obo/MONDO_0005310	atrial flutter (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0003914	atherosclerosis	EFO	http://purl.obolibrary.org/obo/MONDO_0005311	atherosclerosis	3	1
http://www.ebi.ac.uk/efo/EFO_0003918	obstructive sleep apnea	EFO	http://purl.obolibrary.org/obo/MONDO_0007147	obstructive sleep apnea (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0003921	pouchitis	EFO	http://purl.obolibrary.org/obo/MONDO_0005312	pouchitis	0	0
http://www.ebi.ac.uk/efo/EFO_0003928	necrotizing enterocolitis	EFO	http://purl.obolibrary.org/obo/MONDO_0005313	necrotizing enterocolitis	0	0
http://www.ebi.ac.uk/efo/EFO_0003929	relapsing-remitting multiple sclerosis	EFO	http://purl.obolibrary.org/obo/MONDO_0005314	relapsing-remitting multiple sclerosis	0	0
http://www.ebi.ac.uk/efo/EFO_0003931	bone fracture	EFO	http://purl.obolibrary.org/obo/MONDO_0005315	bone fracture	14	12
http://www.ebi.ac.uk/efo/EFO_0003932	bacterial vaginosis	EFO	http://purl.obolibrary.org/obo/MONDO_0005316	bacterial vaginosis	0	0
http://www.ebi.ac.uk/efo/EFO_0003938	aphthous ulcer	EFO	http://purl.obolibrary.org/obo/MONDO_0005318	canker sore	1	0
http://www.ebi.ac.uk/efo/EFO_0003943	humerus fracture	EFO	http://purl.obolibrary.org/obo/MONDO_0005319	humerus fracture	0	0
http://www.ebi.ac.uk/efo/EFO_0003944	tibia fracture	EFO	http://purl.obolibrary.org/obo/MONDO_0005320	tibia fracture	0	0
http://www.ebi.ac.uk/efo/EFO_0003948	gastroesophageal reflux disease	EFO	http://purl.obolibrary.org/obo/MONDO_0007186	gastroesophageal reflux disease	2	1
http://www.ebi.ac.uk/efo/EFO_0003950	ulna fracture	EFO	http://purl.obolibrary.org/obo/MONDO_0005322	ulna fracture	1	1
http://www.ebi.ac.uk/efo/EFO_0003955	bacterial sexually transmitted disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005323	bacterial sexually transmitted disease	0	0
http://www.ebi.ac.uk/efo/EFO_0003956	seasonal allergic rhinitis	EFO	http://purl.obolibrary.org/obo/MONDO_0005324	seasonal allergic rhinitis	0	0
http://www.ebi.ac.uk/efo/EFO_0003957	radius fracture	EFO	http://purl.obolibrary.org/obo/MONDO_0005325	radius fracture	0	0
http://www.ebi.ac.uk/efo/EFO_0003958	sunburn	EFO	http://purl.obolibrary.org/obo/MONDO_0005326	sunburn	0	0
http://www.ebi.ac.uk/efo/EFO_0003964	hip fracture	EFO	http://purl.obolibrary.org/obo/MONDO_0005327	hip fracture	0	0
http://www.ebi.ac.uk/efo/EFO_0003966	eye disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005328	eye disease	43	12
http://www.ebi.ac.uk/efo/EFO_0003968	angiosarcoma	EFO	http://purl.obolibrary.org/obo/MONDO_0016982	angiosarcoma (disease)	1	0
http://www.ebi.ac.uk/efo/EFO_0004126	Adie syndrome	EFO	http://purl.obolibrary.org/obo/MONDO_0018690	Holmes-Adie syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_0004127	hyperthyroxinemia	EFO	http://purl.obolibrary.org/obo/MONDO_0005333	hyperthyroxinemia	0	0
http://www.ebi.ac.uk/efo/EFO_0004128	hereditary nephritis	EFO	http://purl.obolibrary.org/obo/MONDO_0005334	hereditary nephritis	0	0
http://www.ebi.ac.uk/efo/EFO_0004129	familial amyloid neuropathy	EFO	http://purl.obolibrary.org/obo/MONDO_0007100	familial amyloid neuropathy	0	0
http://www.ebi.ac.uk/efo/EFO_0004142	colorectal neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0005335	colorectal neoplasm	16	2
http://www.ebi.ac.uk/efo/EFO_0004143	carpal tunnel syndrome	EFO	http://purl.obolibrary.org/obo/MONDO_0007275	carpal tunnel syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_0004144	acatalasia	EFO	http://purl.obolibrary.org/obo/MONDO_0013571	acatalasia	0	0
http://www.ebi.ac.uk/efo/EFO_0004145	myopathy	EFO	http://purl.obolibrary.org/obo/MONDO_0005336	myopathy	5	1
http://www.ebi.ac.uk/efo/EFO_0004152	chorea	EFO	http://purl.obolibrary.org/obo/MONDO_0001595	chorea	0	0
http://www.ebi.ac.uk/efo/EFO_0004190	open-angle glaucoma	EFO	http://purl.obolibrary.org/obo/MONDO_0005338	open-angle glaucoma	1	0
http://www.ebi.ac.uk/efo/EFO_0004191	androgenetic alopecia	EFO	http://purl.obolibrary.org/obo/MONDO_0005339	androgenetic alopecia	0	0
http://www.ebi.ac.uk/efo/EFO_0004192	alopecia areata	EFO	http://purl.obolibrary.org/obo/MONDO_0005340	alopecia areata	0	0
http://www.ebi.ac.uk/efo/EFO_0004193	basal cell carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0020804	basal cell carcinoma	2	0
http://www.ebi.ac.uk/efo/EFO_0004194	IGA glomerulonephritis	EFO	http://purl.obolibrary.org/obo/MONDO_0005342	IgA glomerulonephritis	0	0
http://www.ebi.ac.uk/efo/EFO_0004196	viral human hepatitis infection	EFO	http://purl.obolibrary.org/obo/MONDO_0006011	viral hepatitis	4	0
http://www.ebi.ac.uk/efo/EFO_0004197	hepatitis B infection	EFO	http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B	1	0
http://www.ebi.ac.uk/efo/EFO_0004198	skin neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0002531	skin neoplasm	13	9
http://www.ebi.ac.uk/efo/EFO_0004208	Vitiligo	EFO	http://purl.obolibrary.org/obo/MONDO_0008661	vitiligo	0	0
http://www.ebi.ac.uk/efo/EFO_0004209	hypospadias	EFO	http://purl.obolibrary.org/obo/MONDO_0005345	hypospadias (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0004210	gallstones	EFO	http://purl.obolibrary.org/obo/MONDO_0005346	gallstones	0	0
http://www.ebi.ac.uk/efo/EFO_0004211	Hypertriglyceridemia	EFO	http://purl.obolibrary.org/obo/MONDO_0005347	hypertriglyceridemia (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0004212	Keloid	EFO	http://purl.obolibrary.org/obo/MONDO_0005348	Keloid	0	0
http://www.ebi.ac.uk/efo/EFO_0004213	otosclerosis	EFO	http://purl.obolibrary.org/obo/MONDO_0005349	otosclerosis (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0004214	Abdominal Aortic Aneurysm	EFO	http://purl.obolibrary.org/obo/MONDO_0005350	abdominal aortic aneurysm	0	0
http://www.ebi.ac.uk/efo/EFO_0004216	conduct disorder	EFO	http://purl.obolibrary.org/obo/MONDO_0005352	conduct disorder	0	0
http://www.ebi.ac.uk/efo/EFO_0004220	Chronic Hepatitis C infection	EFO	http://purl.obolibrary.org/obo/MONDO_0005354	chronic hepatitis C	0	0
http://www.ebi.ac.uk/efo/EFO_0004224	Coronary Restenosis	EFO	http://purl.obolibrary.org/obo/MONDO_0005355	coronary restenosis	0	0
http://www.ebi.ac.uk/efo/EFO_0004225	Coronary Vasospasm	EFO	http://purl.obolibrary.org/obo/MONDO_0005356	coronary vasospasm	0	0
http://www.ebi.ac.uk/efo/EFO_0004226	Creutzfeldt Jacob Disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005357	Creutzfeldt Jacob disease	2	1
http://www.ebi.ac.uk/efo/EFO_0004227	Dengue Hemorrhagic Fever	EFO	http://purl.obolibrary.org/obo/MONDO_0005358	dengue hemorrhagic fever	0	0
http://www.ebi.ac.uk/efo/EFO_0004228	drug-induced liver injury	EFO	http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	0	0
http://www.ebi.ac.uk/efo/EFO_0004232	eosinophilic esophagitis	EFO	http://purl.obolibrary.org/obo/MONDO_0005361	eosinophilic esophagitis	1	0
http://www.ebi.ac.uk/efo/EFO_0004234	erectile dysfunction	EFO	http://purl.obolibrary.org/obo/MONDO_0005362	erectile dysfunction (disease)	1	0
http://www.ebi.ac.uk/efo/EFO_0004235	exfoliation syndrome	EFO	http://purl.obolibrary.org/obo/MONDO_0008327	exfoliation syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_0004236	focal segmental glomerulosclerosis	EFO	http://purl.obolibrary.org/obo/MONDO_0100313	focal segmental glomerulosclerosis	0	0
http://www.ebi.ac.uk/efo/EFO_0004237	Graves disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005364	Graves disease	1	1
http://www.ebi.ac.uk/efo/EFO_0004238	hearing loss	EFO	http://purl.obolibrary.org/obo/MONDO_0005365	hearing loss	3	1
http://www.ebi.ac.uk/efo/EFO_0004239	chronic hepatitis B infection	EFO	http://purl.obolibrary.org/obo/MONDO_0005366	chronic hepatitis B	0	0
http://www.ebi.ac.uk/efo/EFO_0004240	heroin dependence	EFO	http://purl.obolibrary.org/obo/MONDO_0005367	heroin dependence	0	0
http://www.ebi.ac.uk/efo/EFO_0004242	obsessive-compulsive disorder	EFO	http://purl.obolibrary.org/obo/MONDO_0008114	obsessive-compulsive disorder	0	0
http://www.ebi.ac.uk/efo/EFO_0004243	carcinoid tumor	EFO	http://purl.obolibrary.org/obo/MONDO_0005369	carcinoid tumor (disease)	8	1
http://www.ebi.ac.uk/efo/EFO_0004244	interstitial lung disease	EFO	http://purl.obolibrary.org/obo/MONDO_0015925	interstitial lung disease	2	0
http://www.ebi.ac.uk/efo/EFO_0004246	mucocutaneous lymph node syndrome	EFO	http://purl.obolibrary.org/obo/MONDO_0012727	mucocutaneous lymph node syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder	EFO	http://purl.obolibrary.org/obo/MONDO_0005371	mood disorder	3	1
http://www.ebi.ac.uk/efo/EFO_0004248	male infertility	EFO	http://purl.obolibrary.org/obo/MONDO_0005372	male infertility	4	2
http://www.ebi.ac.uk/efo/EFO_0004249	meningococcal infection	EFO	http://purl.obolibrary.org/obo/MONDO_0005373	meningococcal infection	0	0
http://www.ebi.ac.uk/efo/EFO_0004252	nasopharyngeal neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0005375	nasopharyngeal neoplasm	0	0
http://www.ebi.ac.uk/efo/EFO_0004253	nephrolithiasis	EFO	http://purl.obolibrary.org/obo/MONDO_0008171	nephrolithiasis	0	0
http://www.ebi.ac.uk/efo/EFO_0004254	membranous glomerulonephritis	EFO	http://purl.obolibrary.org/obo/MONDO_0005376	membranous glomerulonephritis	0	0
http://www.ebi.ac.uk/efo/EFO_0004255	nephrotic syndrome	EFO	http://purl.obolibrary.org/obo/MONDO_0005377	nephrotic syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_0004256	neuromyelitis optica	EFO	http://purl.obolibrary.org/obo/MONDO_0019100	neuromyelitis optica	2	2
http://www.ebi.ac.uk/efo/EFO_0004257	neurotic disorder	EFO	http://purl.obolibrary.org/obo/MONDO_0005379	neurotic disorder	1	0
http://www.ebi.ac.uk/efo/EFO_0004259	osteonecrosis	EFO	http://purl.obolibrary.org/obo/MONDO_0005380	osteonecrosis	1	1
http://www.ebi.ac.uk/efo/EFO_0004260	bone disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005381	bone disease	23	7
http://www.ebi.ac.uk/efo/EFO_0004261	osteitis deformans	EFO	http://purl.obolibrary.org/obo/MONDO_0005382	bone paget disease	0	0
http://www.ebi.ac.uk/efo/EFO_0004262	panic disorder	EFO	http://purl.obolibrary.org/obo/MONDO_0005383	panic disorder	2	1
http://www.ebi.ac.uk/efo/EFO_0004263	partial epilepsy	EFO	http://purl.obolibrary.org/obo/MONDO_0005384	partial epilepsy	4	0
http://www.ebi.ac.uk/efo/EFO_0004264	vascular disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005385	vascular disease	34	17
http://www.ebi.ac.uk/efo/EFO_0004265	peripheral arterial disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005386	peripheral arterial disease	0	0
http://www.ebi.ac.uk/efo/EFO_0004266	primary ovarian insufficiency	EFO	http://purl.obolibrary.org/obo/MONDO_0005387	primary ovarian failure	0	0
http://www.ebi.ac.uk/efo/EFO_0004268	sclerosing cholangitis	EFO	http://purl.obolibrary.org/obo/MONDO_0018646	sclerosing cholangitis (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0004270	restless legs syndrome	EFO	http://purl.obolibrary.org/obo/MONDO_0005391	restless legs syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_0004273	scoliosis	EFO	http://purl.obolibrary.org/obo/MONDO_0005392	scoliosis	2	1
http://www.ebi.ac.uk/efo/EFO_0004274	gout	EFO	http://purl.obolibrary.org/obo/MONDO_0005393	gout	1	1
http://www.ebi.ac.uk/efo/EFO_0004276	Stevens-Johnson syndrome	EFO	http://purl.obolibrary.org/obo/MONDO_0018229	Stevens-Johnson syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_0004277	brain infarction	EFO	http://purl.obolibrary.org/obo/MONDO_0005394	brain infarction	3	0
http://www.ebi.ac.uk/efo/EFO_0004280	movement disorder	EFO	http://purl.obolibrary.org/obo/MONDO_0005395	movement disorder	12	6
http://www.ebi.ac.uk/efo/EFO_0004282	thoracic aortic aneurysm	EFO	http://purl.obolibrary.org/obo/MONDO_0005396	thoracic aortic aneurysm	1	1
http://www.ebi.ac.uk/efo/EFO_0004283	goiter	EFO	http://purl.obolibrary.org/obo/MONDO_0005397	goiter (disease)	4	0
http://www.ebi.ac.uk/efo/EFO_0004284	upper aerodigestive tract neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0005398	upper aerodigestive tract neoplasm	0	0
http://www.ebi.ac.uk/efo/EFO_0004286	venous thromboembolism	EFO	http://purl.obolibrary.org/obo/MONDO_0005399	venous thromboembolism	0	0
http://www.ebi.ac.uk/efo/EFO_0004287	ventricular fibrillation	EFO	http://purl.obolibrary.org/obo/MONDO_0000190	ventricular fibrillation (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0004288	colonic neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0005401	colonic neoplasm	15	2
http://www.ebi.ac.uk/efo/EFO_0004289	lymphoid leukemia	EFO	http://purl.obolibrary.org/obo/MONDO_0005402	lymphoid leukemia (disease)	2	0
http://www.ebi.ac.uk/efo/EFO_0004537	neonatal systemic lupus erythematosus	EFO	http://purl.obolibrary.org/obo/MONDO_0018360	neonatal lupus erythematosus	0	0
http://www.ebi.ac.uk/efo/EFO_0004540	chronic fatigue syndrome	EFO	http://purl.obolibrary.org/obo/MONDO_0005404	myalgic encephalomeyelitis/Chronic fatigue syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_0004562	cryptorchidism	EFO	http://purl.obolibrary.org/obo/MONDO_0009047	cryptorchidism (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0004593	gestational diabetes	EFO	http://purl.obolibrary.org/obo/MONDO_0005406	gestational diabetes	0	0
http://www.ebi.ac.uk/efo/EFO_0004594	childhood eosinophilic esophagitis	EFO	http://purl.obolibrary.org/obo/MONDO_0005407	childhood eosinophilic esophagitis	0	0
http://www.ebi.ac.uk/efo/EFO_0004596	diabetes mellitus type 2 associated cataract	EFO	http://purl.obolibrary.org/obo/MONDO_0005408	diabetes mellitus type 2 associated cataract	0	0
http://www.ebi.ac.uk/efo/EFO_0004606	gallbladder neoplasm	EFO	http://purl.obolibrary.org/obo/MONDO_0021253	gallbladder neoplasm	4	0
http://www.ebi.ac.uk/efo/EFO_0004607	duodenal ulcer	EFO	http://purl.obolibrary.org/obo/MONDO_0005412	duodenal ulcer (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0004608	cystic fibrosis associated meconium ileus	EFO	http://purl.obolibrary.org/obo/MONDO_0005413	cystic fibrosis associated meconium ileus	0	0
http://www.ebi.ac.uk/efo/EFO_0004609	treatment refractory schizophrenia	EFO	http://purl.obolibrary.org/obo/MONDO_0005414	treatment refractory schizophrenia	0	0
http://www.ebi.ac.uk/efo/EFO_0004610	acute lung injury	EFO	http://purl.obolibrary.org/obo/MONDO_0015796	acute lung injury	0	0
http://www.ebi.ac.uk/efo/EFO_0004616	osteoarthritis, knee	EFO	http://purl.obolibrary.org/obo/MONDO_0005416	osteoarthritis, knee	0	0
http://www.ebi.ac.uk/efo/EFO_0004683	wet macular degeneration	EFO	http://purl.obolibrary.org/obo/MONDO_0005417	wet macular degeneration	0	0
http://www.ebi.ac.uk/efo/EFO_0004686	non-compaction cardiomyopathy	EFO	http://purl.obolibrary.org/obo/MONDO_0005418	non-compaction cardiomyopathy	0	0
http://www.ebi.ac.uk/efo/EFO_0004698	insomnia	EFO	http://purl.obolibrary.org/obo/MONDO_0013600	insomnia (disease)	0	0
http://www.ebi.ac.uk/efo/EFO_0004701	metamphetamine dependence	EFO	http://purl.obolibrary.org/obo/MONDO_0005419	metamphetamine dependence	0	0
http://www.ebi.ac.uk/efo/EFO_0004705	hypothyroidism	EFO	http://purl.obolibrary.org/obo/MONDO_0005420	hypothyroidism	3	2
http://www.ebi.ac.uk/efo/EFO_0004707	infantile hypertrophic pyloric stenosis	EFO	http://purl.obolibrary.org/obo/MONDO_0001560	hypertrophic pyloric stenosis	0	0
http://www.ebi.ac.uk/efo/EFO_0004708	nodular sclerosis Hodgkin lymphoma	EFO	http://purl.obolibrary.org/obo/MONDO_0004665	nodular sclerosis classical Hodgkin lymphoma	0	0
http://www.ebi.ac.uk/efo/EFO_0004710	pelvic organ prolapse	EFO	http://purl.obolibrary.org/obo/MONDO_0000082	pelvic organ prolapse	1	1
http://www.ebi.ac.uk/efo/EFO_0004711	elephantiasis	EFO	http://purl.obolibrary.org/obo/MONDO_0005424	elephantiasis	1	0
http://www.ebi.ac.uk/efo/EFO_0004712	podoconiosis	EFO	http://purl.obolibrary.org/obo/MONDO_0005425	podoconiosis	0	0
http://www.ebi.ac.uk/efo/EFO_0004715	MRI defined brain infarct	EFO	http://purl.obolibrary.org/obo/MONDO_0005426	MRI defined brain infarct	0	0
http://www.ebi.ac.uk/efo/EFO_0004718	vascular dementia	EFO	http://purl.obolibrary.org/obo/MONDO_0004648	vascular dementia	0	0
http://www.ebi.ac.uk/efo/EFO_0004719	pemphigus vulgaris	EFO	http://purl.obolibrary.org/obo/MONDO_0008219	pemphigus vulgaris	1	0
http://www.ebi.ac.uk/efo/EFO_0004720	prion disease	EFO	http://purl.obolibrary.org/obo/MONDO_0005429	prion disease	5	1
http://www.ebi.ac.uk/efo/EFO_0004772	early onset hypertension	EFO	http://purl.obolibrary.org/obo/MONDO_0005430	early onset hypertension	0	0
http://www.ebi.ac.uk/efo/EFO_0004775	toxic epidermal necrolysis	EFO	http://purl.obolibrary.org/obo/MONDO_0019810	toxic epidermal necrolysis	1	0
http://www.ebi.ac.uk/efo/EFO_0004776	alcohol and nicotine codependence	EFO	http://purl.obolibrary.org/obo/MONDO_0005432	alcohol and nicotine codependence	0	0
http://www.ebi.ac.uk/efo/EFO_0004777	alcohol withdrawal	EFO	http://purl.obolibrary.org/obo/MONDO_0005433	alcohol withdrawal	0	0
http://www.ebi.ac.uk/efo/EFO_0004795	skin sensitivity to sun	EFO	http://purl.obolibrary.org/obo/MONDO_0005434	skin sensitivity to sun	0	0
http://www.ebi.ac.uk/efo/EFO_0004799	cholelithiasis	EFO	http://purl.obolibrary.org/obo/MONDO_0012672	cholelithiasis	0	0
http://www.ebi.ac.uk/efo/EFO_0004826	anti-neutrophil antibody associated vasculitis	EFO	http://purl.obolibrary.org/obo/MONDO_0005435	anti-neutrophil antibody associated vasculitis	0	0
http://www.ebi.ac.uk/efo/EFO_0004889	postoperative ventricular dysfunction	EFO	http://purl.obolibrary.org/obo/MONDO_0005436	postoperative ventricular dysfunction	0	0
http://www.ebi.ac.uk/efo/EFO_0004893	testicular dysgenesis syndrome	EFO	http://purl.obolibrary.org/obo/MONDO_0005437	testicular dysgenesis syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_0004895	Tourette syndrome	EFO	http://purl.obolibrary.org/obo/MONDO_0007661	Tourette syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_0004906	metastasis to lymph node	EFO	http://purl.obolibrary.org/obo/MONDO_0005438	metastatic malignant neoplasm in the lymph nodes	0	0
http://www.ebi.ac.uk/efo/EFO_0004911	familial hypercholesterolemia	EFO	http://purl.obolibrary.org/obo/MONDO_0005439	familial hypercholesterolemia	0	0
http://www.ebi.ac.uk/efo/EFO_0004986	embryonal carcinoma	EFO	http://purl.obolibrary.org/obo/MONDO_0005440	embryonal carcinoma	2	0
http://www.ebi.ac.uk/efo/EFO_0004991	Myasthenia gravis	EFO	http://purl.obolibrary.org/obo/MONDO_0009688	myasthenia gravis	2	0
